"","slope","season","elevation","ndvi","temperature"
"436","Bhutan","summer",4442.47998046875,0.255388908088207,13.2666666507721
"437","Bhutan","summer",4733.2548828125,0.258777793496847,12.0874998569489
"438","Bhutan","summer",5135.5048828125,0.230888906866312,10.4166667461395
"439","Bhutan","summer",5041.9326171875,0.234000012278557,10.7416667938232
"440","Bhutan","summer",4530.5,0.258222252130508,12.6625001430511
"441","Bhutan","summer",4355.7900390625,0.261888906359673,13.2416665554047
"442","Bhutan","summer",4253.1923828125,0.32477779686451,13.5875000953674
"443","Bhutan","summer",4474.71484375,0.279666692018509,12.6166665554047
"444","Bhutan","summer",4731.8623046875,0.285111129283905,11.5333333015442
"481","Bhutan","summer",4159.177734375,0.128722231835127,14.7458333969116
"482","Bhutan","summer",4133.5576171875,0.119944456964731,14.8624999523163
"483","Bhutan","summer",4126.58251953125,0.125222235918045,14.8625001907349
"484","Bhutan","summer",4212.59765625,0.150166679173708,14.5333333015442
"485","Bhutan","summer",4288.509765625,0.193222239613533,14.1958332061768
"486","Bhutan","summer",4653.142578125,0.233444459736347,12.7708334922791
"487","Bhutan","summer",4801.552734375,0.224277794361115,12.2916665077209
"488","Bhutan","summer",4639.8173828125,0.219722241163254,12.9041664600372
"489","Bhutan","summer",4479.5625,0.181555569171906,13.4833333492279
"490","Bhutan","summer",4006.52758789062,0.175888899713755,15.2708332538605
"491","Bhutan","summer",4041.54760742188,0.196222234517336,15.0708332061768
"492","Bhutan","summer",4311.97509765625,0.209888905286789,13.9875001907349
"493","Bhutan","summer",4303.357421875,0.223277792334557,14.0166666507721
"494","Bhutan","summer",4448.6875,0.245722245424986,13.4666666984558
"495","Bhutan","summer",4649.69482421875,0.265166692435741,12.7833333015442
"496","Bhutan","summer",4615.794921875,0.257444467395544,12.9458334445953
"497","Bhutan","summer",4539.2099609375,0.253388907760382,13.2166664600372
"498","Bhutan","summer",4399.5849609375,0.223444458097219,13.7916667461395
"499","Bhutan","summer",4279.4248046875,0.226333346217871,14.2166666984558
"500","Bhutan","summer",4587.84521484375,0.245555579662323,13.0791664123535
"501","Bhutan","summer",4712.72021484375,0.25327780097723,12.6166665554047
"502","Bhutan","summer",4649.79736328125,0.267277792096138,12.8333332538605
"503","Bhutan","summer",4523.74755859375,0.247444458305836,13.3374998569489
"504","Bhutan","summer",4277.72509765625,0.197166685014963,14.2916665077209
"505","Bhutan","summer",4136.3623046875,0.163500014692545,14.8333332538605
"506","Bhutan","summer",4051.79760742188,0.155833344906569,15.1208333969116
"507","Bhutan","summer",4050.30004882812,0.156000018119812,15.1666667461395
"508","Bhutan","summer",4210.52490234375,0.178611125797033,14.5833332538605
"509","Bhutan","summer",4297.27734375,0.192000012844801,14.245833158493
"510","Bhutan","summer",4233.7900390625,0.199722237884998,14.4916667938232
"511","Bhutan","summer",4463.01513671875,0.21672223508358,13.6416666507721
"512","Bhutan","summer",4527.16748046875,0.215277794748545,13.4499998092651
"513","Bhutan","summer",4504.90234375,0.217722237110138,13.5499999523163
"514","Bhutan","summer",4382.01513671875,0.196666684001684,14.0541667938232
"515","Bhutan","summer",4201.8173828125,0.167333349585533,14.7625000476837
"516","Bhutan","summer",4122.12255859375,0.146833349019289,15.0833334922791
"517","Bhutan","summer",4089.80249023438,0.137722235172987,15.2416665554047
"518","Bhutan","summer",3994.79760742188,0.152555570006371,15.620833158493
"519","Bhutan","summer",3906.705078125,0.188444457948208,15.9458329677582
"520","Bhutan","summer",3892.98999023438,0.227666679769754,16.0166666507721
"521","Bhutan","summer",3889,0.266000013798475,16.058333158493
"522","Bhutan","summer",3844.1923828125,0.35461113601923,16.2541666030884
"523","Bhutan","summer",3839.3076171875,0.403333365917206,16.2999992370605
"524","Bhutan","summer",3844.30004882812,0.288833353668451,16.2791662216187
"525","Bhutan","summer",3871.72241210938,0.138055568560958,16.2083330154419
"526","Bhutan","summer",3929.80004882812,0.111777788028121,15.9958333969116
"527","Bhutan","summer",4032.142578125,0.134388901293278,15.6458330154419
"528","Bhutan","summer",4149.517578125,0.158944457769394,15.2041664123535
"529","Bhutan","summer",4172.294921875,0.164444457739592,15.1458334922791
"530","Bhutan","summer",4112.740234375,0.16155556589365,15.3833334445953
"531","Bhutan","summer",4063.05249023438,0.157722231000662,15.5916666984558
"532","Bhutan","summer",4182.95263671875,0.158111125230789,15.1416668891907
"533","Bhutan","summer",4119.41748046875,0.174555569887161,15.4000000953674
"534","Bhutan","summer",4110.83984375,0.181388903409243,15.4541664123535
"535","Bhutan","summer",4120.42236328125,0.165166679769754,15.4208333492279
"536","Bhutan","summer",4158.3798828125,0.171388905495405,15.2958331108093
"537","Bhutan","summer",4074.94995117188,0.167333345860243,15.6249997615814
"538","Bhutan","summer",4014.57006835938,0.150222234427929,15.8458333015442
"539","Bhutan","summer",3962.40747070312,0.130388900637627,16.0083334445953
"540","Bhutan","summer",3956.18505859375,0.110222233459353,16.0249998569489
"541","Bhutan","summer",3948.42749023438,0.118277788162231,16.0333333015442
"542","Bhutan","summer",4005.17504882812,0.18183334544301,15.7958333492279
"543","Bhutan","summer",4112.3125,0.191555570811033,15.3208332061768
"544","Bhutan","summer",4349.90771484375,0.23077779635787,14.3499999046326
"545","Bhutan","summer",4582.6376953125,0.255222238600254,13.4458334445953
"546","Bhutan","summer",4518.3125,0.250277798622847,13.7166666984558
"547","Bhutan","summer",4157.552734375,0.210333347320557,15.0291666984558
"548","Bhutan","summer",4016.42504882812,0.210666682571173,15.4416666030884
"549","Bhutan","summer",4152.66259765625,0.23583335056901,14.8458333015442
"550","Bhutan","summer",4295.78759765625,0.246666681021452,14.245833158493
"551","Bhutan","summer",4551.642578125,0.292666681110859,13.2125000953674
"552","Bhutan","summer",4719.625,0.301277801394463,12.4541668891907
"553","Bhutan","summer",4883.49755859375,0.276666685938835,11.7583332061768
"554","Bhutan","summer",4443.17236328125,0.273055575788021,13.3916666507721
"555","Bhutan","summer",4552.19482421875,0.2853889092803,12.8458333015442
"556","Bhutan","summer",4686.52734375,0.283444464206696,12.2666666507721
"557","Bhutan","summer",4696.90234375,0.274055577814579,12.1624999046326
"558","Bhutan","summer",4864.49755859375,0.285555571317673,11.4249999523163
"559","Bhutan","summer",4933.68017578125,0.278277799487114,11.1041667461395
"560","Bhutan","summer",4703.09765625,0.262000009417534,11.9249999523163
"561","Bhutan","summer",4634.8076171875,0.27016668766737,12.066666841507
"562","Bhutan","summer",4538.18505859375,0.289000019431114,12.4208333492279
"563","Bhutan","summer",4752.41015625,0.308888912200928,11.4124999046326
"564","Bhutan","summer",4990.71240234375,0.315888911485672,10.4041666984558
"565","Bhutan","summer",5081.7900390625,0.276666693389416,9.96666669845581
"566","Bhutan","summer",5269.197265625,0.168555572628975,9.13750004768372
"567","Bhutan","summer",5366.1875,0.141555566340685,8.65000009536743
"568","Bhutan","summer",5395.43994140625,0.15366668254137,8.44166684150696
"569","Bhutan","summer",5382.6025390625,0.174666680395603,8.4666668176651
"570","Bhutan","summer",4958.017578125,0.250111125409603,10.1416666507721
"571","Bhutan","summer",4767.4501953125,0.288611136376858,10.7791664600372
"572","Bhutan","summer",4795.1201171875,0.30283334851265,10.5625
"573","Bhutan","summer",4806.93017578125,0.305722236633301,10.4249999523163
"574","Bhutan","summer",4720.427734375,0.274444460868835,10.8624997138977
"575","Bhutan","summer",4316.25,0.233777791261673,12.5416665077209
"576","Bhutan","summer",4102.7373046875,0.248333346098661,13.2875001430511
"577","Bhutan","summer",4414.97021484375,0.262722238898277,11.8916666507721
"578","Bhutan","summer",4142.33251953125,0.24033335223794,13.0541667938232
"579","Bhutan","summer",3930.62744140625,0.223888907581568,13.9541666507721
"580","Bhutan","summer",4254.93994140625,0.253333352506161,12.5124998092651
"581","Bhutan","summer",4694.81982421875,0.281277798116207,10.6416668891907
"582","Bhutan","summer",4804.052734375,0.277611128985882,10.1041669845581
"583","Bhutan","summer",4825.9423828125,0.271777793765068,10.0083334445953
"584","Bhutan","summer",4870.81982421875,0.252833351492882,9.72083330154419
"585","Bhutan","summer",5195.28271484375,0.217888906598091,8.28750014305115
"586","Bhutan","summer",4850.47265625,0.281555563211441,9.79166650772095
"587","Bhutan","summer",4875.544921875,0.306555569171906,9.7041666507721
"588","Bhutan","summer",5000.93505859375,0.264666676521301,9.04166674613953
"601","Bhutan","summer",4053.84008789062,0.143888905644417,15.1249997615814
"602","Bhutan","summer",4039.92260742188,0.14972223341465,15.1749999523163
"603","Bhutan","summer",4028.6201171875,0.145944457501173,15.1958334445953
"604","Bhutan","summer",4064.23754882812,0.154611121863127,15.0499999523163
"605","Bhutan","summer",4329.8876953125,0.192333348095417,14.0458331108093
"606","Bhutan","summer",4498.2998046875,0.205722235143185,13.4250001907349
"607","Bhutan","summer",4490.01513671875,0.17844446003437,13.4166667461395
"608","Bhutan","summer",4278.0224609375,0.166000016033649,14.2000000476837
"609","Bhutan","summer",4067.84252929688,0.160722237080336,15.0458333492279
"610","Bhutan","summer",3922.5576171875,0.231555569916964,15.5541667938232
"611","Bhutan","summer",4006.48999023438,0.184555567800999,15.2249999046326
"612","Bhutan","summer",4278.072265625,0.188333347439766,14.1958332061768
"613","Bhutan","summer",4401.990234375,0.199055567383766,13.8041665554047
"614","Bhutan","summer",4520.29736328125,0.20883334800601,13.3333334922791
"615","Bhutan","summer",4355.83251953125,0.206222239881754,13.9291665554047
"616","Bhutan","summer",4445.669921875,0.208555571734905,13.5750000476837
"617","Bhutan","summer",4312.34521484375,0.195444457232952,14.0749998092651
"618","Bhutan","summer",4213.19482421875,0.170777790248394,14.4624998569489
"619","Bhutan","summer",4166.64501953125,0.183000016957521,14.5833334922791
"620","Bhutan","summer",4349.767578125,0.196222238242626,13.9083333015442
"621","Bhutan","summer",4416.1123046875,0.194388903677464,13.7333333492279
"622","Bhutan","summer",4286.84765625,0.184500016272068,14.2083334922791
"623","Bhutan","summer",4423.15771484375,0.207388900220394,13.7041668891907
"624","Bhutan","summer",4326.16748046875,0.195222236216068,14.058333158493
"625","Bhutan","summer",4211.99267578125,0.171166680753231,14.5041663646698
"626","Bhutan","summer",4130.5576171875,0.152166679501534,14.8500001430511
"627","Bhutan","summer",4097.0126953125,0.161777786910534,14.9708333015442
"628","Bhutan","summer",4268.79248046875,0.174166679382324,14.3333334922791
"629","Bhutan","summer",4357.107421875,0.177000012248755,14.0791666507721
"630","Bhutan","summer",4259.02734375,0.1500000115484,14.4708333015442
"631","Bhutan","summer",4213.072265625,0.131555566564202,14.6791667938232
"632","Bhutan","summer",4201.31005859375,0.129500010982156,14.7291667461395
"633","Bhutan","summer",4166.5673828125,0.137055572122335,14.875
"634","Bhutan","summer",4264.21728515625,0.151055566966534,14.5125000476837
"635","Bhutan","summer",4160.06982421875,0.135111123323441,14.9333333969116
"636","Bhutan","summer",4011.26245117188,0.133444454520941,15.4833333492279
"637","Bhutan","summer",3981.41748046875,0.151055566966534,15.6291666030884
"638","Bhutan","summer",3942.31005859375,0.174666680395603,15.7791669368744
"639","Bhutan","summer",3942.57739257812,0.159111123532057,15.8208334445953
"640","Bhutan","summer",3980.2451171875,0.148722231388092,15.7124998569489
"641","Bhutan","summer",3934.25244140625,0.177611123770475,15.9166665077209
"642","Bhutan","summer",3871.5673828125,0.325111135840416,16.1416668891907
"643","Bhutan","summer",3842.04248046875,0.409111142158508,16.283332824707
"644","Bhutan","summer",3840.62255859375,0.408833362162113,16.2874994277954
"645","Bhutan","summer",3848.97241210938,0.264111127704382,16.2749996185303
"646","Bhutan","summer",3902.04760742188,0.112333344295621,16.1041665077209
"647","Bhutan","summer",3952.42260742188,0.117555564269423,15.9249999523163
"648","Bhutan","summer",4047.9150390625,0.135944455862045,15.5958333015442
"649","Bhutan","summer",4044.3525390625,0.138277787715197,15.5874998569489
"650","Bhutan","summer",4099.58251953125,0.124111119657755,15.4375
"651","Bhutan","summer",3971.91259765625,0.116000007838011,15.8916666507721
"652","Bhutan","summer",4054.64990234375,0.139333348721266,15.6124999523163
"653","Bhutan","summer",4079.21997070312,0.145611125975847,15.5416667461395
"654","Bhutan","summer",3961.4326171875,0.149111125618219,15.9750001430511
"655","Bhutan","summer",3942.09741210938,0.15650001168251,16.0583329200745
"656","Bhutan","summer",3912.5,0.161277789622545,16.1791663169861
"657","Bhutan","summer",3891.75,0.171500016003847,16.2416663169861
"658","Bhutan","summer",3886.46508789062,0.169444464147091,16.2624998092651
"659","Bhutan","summer",3900.11743164062,0.146555567160249,16.2041664123535
"660","Bhutan","summer",3902.97998046875,0.105888897553086,16.1999998092651
"661","Bhutan","summer",3919.919921875,0.118111122399569,16.1041665077209
"662","Bhutan","summer",4050.73754882812,0.151055566966534,15.5583333969116
"663","Bhutan","summer",4384.8125,0.192444458603859,14.2583334445953
"664","Bhutan","summer",4816.35009765625,0.246611129492521,12.6375000476837
"665","Bhutan","summer",5056.06982421875,0.260777801275253,11.691666841507
"666","Bhutan","summer",4525.5400390625,0.266222238540649,13.6708333492279
"667","Bhutan","summer",4143.884765625,0.260666683316231,15.0041666030884
"668","Bhutan","summer",4381.767578125,0.251777794212103,14.0124998092651
"669","Bhutan","summer",4536.65771484375,0.27861113846302,13.3500001430511
"670","Bhutan","summer",4816.33984375,0.288722239434719,12.1874997615814
"671","Bhutan","summer",4651.87744140625,0.296388909220695,12.7750000953674
"672","Bhutan","summer",5016.20263671875,0.281833358108997,11.2833335399628
"673","Bhutan","summer",4982.6025390625,0.25555557757616,11.4250001907349
"674","Bhutan","summer",4645.197265625,0.268777787685394,12.566666841507
"675","Bhutan","summer",4737.3798828125,0.255333352833986,12.1624999046326
"676","Bhutan","summer",4605.18994140625,0.217055574059486,12.6458334922791
"677","Bhutan","summer",4619.66748046875,0.244500018656254,12.4249999523163
"678","Bhutan","summer",4947.1474609375,0.259888909757137,11.0875000953674
"679","Bhutan","summer",4878.47265625,0.255500018596649,11.3458333015442
"680","Bhutan","summer",4855.08984375,0.269666686654091,11.2874999046326
"681","Bhutan","summer",5077.1025390625,0.293555580079556,10.2291667461395
"682","Bhutan","summer",4893.9248046875,0.300555571913719,10.9291667938232
"683","Bhutan","summer",5076.54736328125,0.283055577427149,10.0833332538605
"684","Bhutan","summer",5246.1298828125,0.233555573970079,9.35416674613953
"685","Bhutan","summer",5202.759765625,0.228277787566185,9.4791669845581
"686","Bhutan","summer",5352.69482421875,0.169555570930243,8.7666666507721
"687","Bhutan","summer",5353.72265625,0.156222235411406,8.66249990463257
"688","Bhutan","summer",5344.884765625,0.190888904035091,8.6708333492279
"689","Bhutan","summer",5187.39013671875,0.230722237378359,9.25000023841858
"690","Bhutan","summer",4985.4326171875,0.279555574059486,9.90833330154419
"691","Bhutan","summer",5274.5625,0.258333351463079,8.61249995231628
"692","Bhutan","summer",5217.27978515625,0.243000019341707,8.82916641235352
"693","Bhutan","summer",5014.73486328125,0.247277796268463,9.71666669845581
"694","Bhutan","summer",4571.232421875,0.256611131131649,11.5375001430511
"695","Bhutan","summer",4181.72021484375,0.268111124634743,13.0249998569489
"696","Bhutan","summer",4387.45751953125,0.265833355486393,12.0625
